Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
48,"O Dhananjaya [Arjuna]! Being “yogastha” (established in the place of yoga) and knowing attainment and non-attainment as one and the same, act without having any associations. To “make one” is that which is called “yoga.”","The place where action and non-action come together is called “yogasthan” [place of yoga]. This place is the Kuta in the Ajna. When attention becomes still at the Kuta, one is able to be “yogastha” [established in the place of yoga]. Upon continuously moving prana in the canal of the sushumna according to the instructions of guru, at the end the support-less non-doing state comes about spontaneously. That is the attainment of action. Not having that happen is non-attainment. “Whether attainment happens or not, I have the right to act. Let me do the act.” Taking up action with determination and this kind of unattached feeling is what makes attainment and non-attainment one and the same (this state is known by oneself in sadhana). And, without touching anything on the sides, only offering prana in the brahmanadi according to the instructions of guru – when this is done, one casts off associations. Keeping attention steady at Kutastha and not giving mind to result or non-result, and only abiding in the Sky of Brahman, a state of oneness comes about – meaning: the breath goes into equilibrium and, becoming more and more subtle, becomes still. As well, the mind goes past the Kuta and immerses itself in the “Bindu Sarovar” [Bindu Lake]. No awareness (conception) of anything else remains. This state of oneness is, verily, that which is called “yoga.”"
49,"O Dhananjaya [Arjuna]! Because action without “buddhiyoga” [with engaged intellect] is very low/inferior, take recourse in the intellect. Those who crave outcomes are misers.","If one takes up some task in the world without putting one's mind into it (without “manoyoga” [engagement of mind]), just as that work does not get carried out in a proper way – in sadhana it is the same; if the act is performed without the intellect (without “buddhiyoga” [engagement of intellect]), that work (Kriya) does not at all take hold – meaning: there is no leaving the external orientation and having internal orientation. There is no leaving the worldly experience and diving into Brahman. The function/work of the intellect is “vichara” [enquiry/analysis] – meaning: this is not the Self, that is not the Self, those are not the Self – continually casting off everything in this way, and gradually becoming steady in attention on the Self. If the intellect does come to that kind of steadiness during the act, the company of the worldly experiences is not left behind. Thus in this case, according to the rules of “sangAt sanjAyate kAmah” [desires exist according to the company one keeps] and such, the intellect gets destroyed, and one has to fall. Therefore, without buddhiyoga [engagement of the intellect], the true fruit of the act cannot be brought out by only performing the act alone. For this reason it [the act] is low/inferior."
50,"If one becomes united with Brahman through the intellect, both good and bad works are cast off in this very lifetime. Therefore, take care to practice for this union. Applying special techniques to/in the act is that which is called “yoga.”","When the intellect gets locked in that Bindu, because the awareness of the universe disappears, one becomes Unmoving and Brahman-filled. That is the state that is known as “Chaitanya-Samadhi.” At that time, because there is no partaker of bodily things, all of the prarabdha karmas [karmas bound to this bodily existence], good and bad, because they can no longer find a home in the jiva, are destroyed automatically and spontaneously. And they never sprout again. It is to get this kind of release that one needs to perform yoga. The application of techniques to/in the act is that which is called “yoga.” No one can hold the force of an enormous torrent of water, but with certain techniques, the flows of that torrent can be directed in different directions, guided into different currents, and gradually brought under control. The actions, which are taking place in the form of the torrent of prana that is naturally going on in the body of the jiva – through the use of a special technique, — Begin Footnote. — What this technique is – that cannot be known except from the teachings of guru. “Shishyaste'haṃ shAdhi mAṃ tvAṃ prapannaṃ” [I am your disciple. Guide/correct me. I surrender to you.] – when one says this devotedly in the silent place within, without being disingenuous and without attachment [to the outcome], guru appears in the subtle body and reveals that technique within. No matter how much instruction guru gives in the physical body, if the disciple is not fit [for the instruction], he/she cannot even comprehend it. Only by performing “the act” according to guru's instructions – because the inner veils gradually become evident – the appropriate technique/s to destroy those [veils] become taught/learned spontaneously. Imagination, inference/logic – it is not possible at all to know that by these at all. It cannot be even spoken about properly in words. If one tries to speak about it, [the teaching] remains in the imagination alone, like the stories told in the Upanishads. — End Footnote. — that torrent of prana can be directed in different directions, and making it gradually finer and finer, can be brought under one's control. Later, the state that comes about after offering oblations of that prana into the Fire of the Self – that is what is known, verily, as yoga. "
51,"The people who have their intellect fixed [on the Self], having cast off the fruits from karma, become wise, and they attain, for certain, the disease-free state, emancipated from birth and death – meaning: the state free of the illness of samsara.","If one is with one-pointed intellect in buddhiyoga [the intellect fixed on the Self] and holds on to the bindu, rulership over the mind is born. The mind becomes according to how one would like it to be. That is, verily, the state of the wise. Then as mind stays in Mind, the fruits of karma have no place to exist; they automatically get destroyed. The Prakritic covering being torn off (one no longer has to “float around” in any other kind of veiling – meaning: one does not have to take birth), one attains the state that is free of the disease of birth and death, the Peace-filled state of Vishnu. This is absolutely and totally for certain."
52,"When your intellect goes through the [seemingly] impenetrable fort of delusion, then you will become “nirveda” (devoid of pain) about that which is to be heard and that which has been heard.","When intellect becomes certain/fixed [in the Self], all confusion dissolves; no delusion remains any longer. One no longer has to be deceived by the veils of sound and touch and such [senses]. Then, that which is to be heard — Begin Footnote. — In the path of laya [dissolution], only the Sound remains at the end. No things relating to the passage of time remain at all. That is why time has been spoken about [in sloka 52] using the reference of “shrutijnana” [knowledge of sound]. — End Footnote. — – meaning: the future – and that which has been heard – meaning:  the past – the awareness (pain) of these two no longer remain. Only the present remains – meaning: because of the Sound becoming unbroken, as well as being unstruck, it cannot be found to have any beginning or end. As the torrent [of sense-experience] ends, there is no before and after. Everything becomes the present. Then the current of time comes to an end and the sadhak him/herself becomes transformed into Time itself. Therefore, he/she no longer has any separation of past and future. The sadhak becomes transformed into the Changeless True Substance and becomes the Eternal Present. — Begin Footnote. — Who am I, by what has this “I” or this feeling [of “I”] happened
What is the past “I”, this visible body, what will I be, what my birth was in the past
The word “I” means One, and even more, all is unified
The dual aspect of time, future and past, has been erased by this “I”
 — End Footnote. — When the “I” of the jiva is dissolved into the Great “I”, there is no existence of “two” next to the existence of the One. Therefore, no ascertaining and understanding remain either. A state free of the knowledge of all matters comes into being."
53,"When your intellect becomes ensconced in the Sound, and becomes fixed and immovable and thus becomes established in samadhi – it is then that you will have attained yoga.","When one puts one's mind into the unbroken, unstruck Sound, the consciousness becomes enraptured by that, and stops holding onto the ability to understand, or anything else. It only remains magnetized to that Light that shines forth from the middle of that Sound. In this state, the power of knowingness becomes “shrutivipratipanna” - meaning: continuously listening to the Resonance of Pranava, it becomes centered and “nischala” [fixed] – meaning: it does not travel from one bindu to another bindu. Later, it becomes united with Brahman and becomes “achala” - meaning: still – meaning: no activities of the power of understanding remain. All of the types of vibrations cease. That vibration-ceased state is verily the state of yoga. As it is said in the Uttara Gita (Chapter 1, sloka 4015):
 
“anAhatasya shabdasya tasya shabdasya yo dvanih
dhvanirantargataṃ jyotirjyotirantargataṃ manah
tanmano vilayaṃ yAti tadviShNoh paramaṃ padam”
 
[within the sound that is unstruck, within that sound is the resonance
within that resonance is the light, within the light is the mind
where that mind is dissolved, that is the Supreme Vishnu-state]
"
54,"Arjuna said, “O Keshava [Sri Krishna]! What are the signs of one who has become “sthitaprajna” [steady in consciousness]. What does that “sthitadhi” [spiritually steady] say? How does that person live? How does that person move/go about?","The vibration-free state that comes about in the state of yoga – when one attains that state – even if one comes down from that state, the mind never again becomes attached to the things of the world as before. The consciousness at all times keeps its attention on the Supreme Self whether moving, sitting, eating, laying [etc.]; the world, as well, becomes gradually more and more filled with Brahman; even while in the waking state, the mind experiences that state of samadhi. And because the Light of Knowledge remains still and steady, this state is called “jagrata samadhi” [samadhi while carrying on life in the waking state]. The person who has this “jagrata samadhi” is the person who is “jivanmukta” [Liberated while living in the body]. The signs of this type of person are asked about through four questions in this sloka. Among these four questions, the first one is of small significance; the other three are of greater significance. Starting with answering the first question in sloka 55, these questions are [all] answered in slokas 55-72. Within these, slokas 56 and 57 answer the question “What does that person in “sthitaprajna” say?” “How does that person live?” is answered in slokas 58, 61, 68 to 70. And “how does that person move/go about?” is answered in slokas 71 and 72."
55,"The Lord said, “O Partha [Arjuna]! When the yogi has abandoned all of the deep rooted desires of the mind, and becomes settled and satisfied simply in his/her own self – that is when that person is called “sthitaprajna.”","After enjoying the state of yoga, when the mind comes down [to carry out daily life], it remains in the field of the Self; it no longer descends to the lower levels. As the world is then filled with the Self, one remains as oneself in Oneself. No corrupt desires of worldly enjoyment at all can reach that place. When this state is attained, that is called “sthitaprajna.”"
56,"One whose mind is not distressed in pain/suffering, one who is indifferent in pleasure, one who is devoid of attachment, fear and anger and is a muni [sage] – it is that person who is called “sthitaprajna.”","Samsara – [meaning:] that which is called “pleasure and pain” - that does not remain in that person. This is because: while being in the matters of pleasure and pain in the world, that person does not live in the worldliness; therefore, attachment, fear and anger find no place in him/her. Because of that sadhak's mind being “sangleena” [enjoined to the Self] to the universe-pervading Supreme Self – that sadhak is called “muni” [peaceful sage]. The separated state of mind is jiva. The “sangleena” state [of the mind] is “Ishvara” [God as a separate identity]. And the “praleena” [dissolved in the Self] state is Shiva or Brahman. The “sthitadhi” [spiritually steady] person is in the “Ishvara” condition."
57,"One who is free of affection in all matters, does not become either happy or angry when good or bad comes – that person is “sthitaprajna.”","Because of everything being realized as Brahman, only the “I”-awareness remains for that sadhak; the “mine”-awareness does not remain. Because that sadhak is always in the spiritual state, no lack happens for him/her. Thus, that sadhak has no beneficence and maleficence, no joy and sorrow. "
58,"Just as a tortoise withdraws its head and limbs from the outside into its body, similarly, when the yogi completely gathers in all of the senses from the worldly experience – it is only then that his/her “prajna” [inner awareness] is established. ","Because of being outer-directed, the five senses such as the eyes etc. always experience the matters of the external world. By drawing all of these senses inward from the outer world (like: turning the tongue back, keeping sight above in a still way, aligning the body, head and neck etc.), if one drives their powers [the powers of the senses] in the inner direction through the concentration of mind, there is the experience of extraordinary scent, taste, sight, touch and sound; from these the knowledge of all of the elements is gained. Afterwards, scent goes into taste, taste into sight [etc.] – and like this, all are drawn in and transformed to sound. At that time, the antahkarana [aggregate of the inner operators of personal consciousness] becomes attracted to that sound and unites with the Supreme Self. It is only when this ultimate “drawn-in” state comes about that the “prajna” [inner awareness] is established."
59,"For the embodied person who lives without “ahar” [dining; food], there is only the withdrawal of worldly experiences, [but] the desire to enjoy worldly experiences remains. However, for the sadhak, because of having seen the Supreme (Vishnu-Being), even the desire to enjoy is withdrawn.","Having worldly experiences through the senses is that which is called “ahar” [dining; food]. This “ahar” is not there [the practitioner is fasting], yet the vanity of the body is there – meaning: “I am embodied/I am the body” - the mind has this understanding. For this type of sadhak, there is the casting off of worldly experiences such as sound and touch etc.; this is true (this is because the natural result of the yogic act is that one goes above and experiences a type of samadhi — Begin Footnote. — The way that the traveling-show people hold their breaths in a near-death state during the female juggler's tricks – that is this type of samadhi. — End Footnote. — where one loses all awareness of the worldly experience); but because of being tied up by the bindings of body-vanity, that person's intellect does not get established [in Spirit]. Thus, that person cannot forget the taste of the enjoyments of the world. As soon as he/she sees the matters of enjoyment, the desires immediately rise up in the mind. But the one who has attained the state of Vishnu through Layayoga – because that sadhak's sky of inner consciousness is always floating in the Fire of Brahman (Luminosity), no other light/energy take place there. Thus, nothing of the world-experience remains for that sadhak; even the desire to taste such does not remain."
"60,61","O Kaunteya [son of Kunti; Arjuna]! When the senses become “pramathi” [agitated], they can forcibly carry away the mind of even a person who is careful and completely aware of good and bad. For this reason, the Self-enjoined yogi, keeps all of those [senses] under control and is “matpara” [intent on the Self]. The one who has the senses under one's power – that is the person whose prajna is established.","The sense-organs are ten in number – five organs of action and five organs of perception. Even when they are not connected to the worldly experience, all of the sense-organs still become automatically active because of their natural functional tendencies. Then a type of affliction comes about. The desire to do more performance of Kriya gradually becomes stronger and goes on stirring the heart. Because the sense-organs have this kind of dharma [of agitation], they are called “pramathi” [agitated]. The person who has understood all of the spiritual subject matters and thereby ascertained the difference between good and bad, but still has not been able to bring all of that under his/her control, yet that sadhak continues to make effort according to the instructions – it is that person who is called “yatnasheel vipaschit” [diligent, wise one]. The mind of even this kind of discriminating sadhak can become drawn to sense-created matters. For this reason, the one who is a “yogi” - he/she gathers in all of the sense-organs, mentally takes them away from all of the matters of worldly partakings, and becomes “matpara” [intent on the Self] – meaning: binding the senses through the power of mind, that sadhak locks the mind in the Effulgent Supreme Person – meaning: has his/her intellect be established [in the Self]. If the sadhak does not become “matpara” in that state and is “prakritipara” [intent on Prakriti], — Begin Footnote. — See the next two slokas. Without controlling the sense-organs, one cannot become “matpara” [intent on the Self]; and if one is not “matpara,” one has to succumb to the powers of the sense-organs. — End Footnote. — then the sense-organs will capture the mind, and that is absolutely certain. But if one becomes “matpara,” then the sense-organs no longer have any power over the mind. It is for this reason that it has been said, “one whose sense-organs are under one's full control – that is the person whose prajna is established.”"
"62,63","If a person contemplates on worldly things, attachment/addiction is born for those things. From attachment/addiction, “kama” [lust; craving] arises, and from kama, anger comes in to being. From anger, one becomes enjoined to delusion. From delusion, memory is lost/corrupted. From the loss/corruption of memory, the intellect is destroyed. From the destruction of the intellect, life is destroyed (death).","Whether one controls the senses, or whatever it is that one does, if the mind is not made “matpara” [intent on the Self] and is [instead] made “vishayapara” [intent on worldly things] — Begin Footnote. — This is that which is called “mithyachar” [cultivation of the false]. See the sloka 6 of Chapter 3 [of the Gita]. — End Footnote. — – meaning: one takes up the matters of sound and touch and such [matters of the senses], then the mind will mix together with the worldly experiences, like milk with water (but if the mind is “matpara,” it is like butter with water, and cannot mix with the worldly experiences). From that mixing together or being enjoined [to worldly experiences], “kama” [lust; craving] – meaning: the desire to obtain/possess – becomes strong. This “expectation” form of desire is full of illusion. [It is like:] one has received so much wealth that one cannot carry it, yet there is still the desire that there should be more wealth. It is like: the fulfillment of desires has happened to a degree that the mind could not even previously imagine, but still the craving is not satisfied – this is, verily, Maya. It is from this unresolved craving that anger rises forth. The rising up of anger means that delusion has to come about – meaning: no discrimination remains regarding what should and should not be done. With the enjoinment to delusion, memory becomes corrupted – meaning: forgetting the “I” that is beyond the physical-subtle-causal bodies and imperceptible through words and mind, one has to succumb to the bindings of “me and mine” because of feeling that one is the impermanent body and such. When one falls into this delusion, the intellect is destroyed – meaning: the functional certainty of “I am the 'I'” - meaning: the steady faith [in the Self] is destroyed and the doubting functionalities come about. It is through this type of faithlessness and doubt that destruction – meaning: death – happens. This is because: at “prayankal” (the time of leaving one's body), the faithless and doubtful soul's mind (intellect), because it is not firm in the Self, goes on remembering the matters of the world, which becomes/is the seed of taking on a body once again. — Begin Footnote. — See the commentary on sloka 27 [of this Chapter 2].  — End Footnote. — "
64,But the one who is the unattached soul with a disciplined heart – that one is under the Power of the Self and is without like and dislike; even if that person goes about using the sense-organs – meaning: experiencing all of the things of the world – he/she attains Peace.,"In slokas 62 to 64 [of this Chapter 2], the “type” of the person has been divided into two parts. One is the worldly-matters-minded, undisciplined-hearted person, and the other is the non-desiring, disciplined-hearted person. The undisciplined one gets death, according to the progression stated in slokas 62 and 63. And the disciplined one goes according to that which is stated in sloka 64: that even while going through worldly experiences, that sadhak is without desire, and thus receives “prasad” [blessings] – meaning: witnesses the Peace-filled Supreme Substance of Vishnu. “PrasAdastu prasannatA” [may there be the blessing of Happiness]."
65,"When one receives “prasad” [blessings], all of one's sufferings end. The blessed and happy-hearted person's intellect, indeed very quickly, becomes still.","Earth, water, fire, air, ether – these five are known as “all.” This “all” covers up the inner sky in the form of “kashmal” [confused sights; see sloka 2 of this Chapter 2]. That is what is called “duhkha” [suffering; sorrow; pain]. When “prasad” is received – meaning: when the Effulgent Form appears, Its radiance dispels all darkness; not even any sign of impurities remain. Thus, the heart becomes blessed and happy – meaning: because it is pure, it becomes free of restlessness and becomes still. As soon as the heart is still, the thinking power finds no place in which to be, and because of this it extinguishes. — Begin Footnote. — This, verily, is “nirvana sthiti” [establishment in Nirvana] (“anmanaska-sthiti [establishment in no-mind]. The “brahmi sthiti” [establishment in Brahman; also written as one compound word “brahmisthiti”] stated in sloka 72 [of this Chapter 2] is there even in the waking state, and “Brahman-Nirvana” happens after the casting off of the body [death] – that which is called “videha mukti” [Liberation without the body/after the body is left behind]. — End Footnote. — “Chalachitte vaseshaktih sthirachitte vaseshivah” - iti Jnana Saṃkalaneetantram [in the moving mind/heart sits Shakti; in the still mind/heart sits Shiva – so says the Jnana Sankalanee Tantra [a scripture]. "
66,One who is “ayukta” [unconnected to the Self] has no intelligence and no “bhavana” [spiritual state of being; contemplation] either. Those who are without “bhavana” do not have peace. And where can there be happiness for those who are without peace?,"The one who has serenity, self-control, forbearance, austerity, reverence, resolve etc. of the “sadhana chatushtaya” [see footnote in Chapter 1, sloka 2 of the Gita for full definition] is “yukta” [connected]. — Begin Footnote. — See Chapter 5, sloka 12 of the Gita. — End Footnote. — The one who is “ayukta” [unconnected] – meaning: one who does not have sadhana chatushtaya (see the footnote in Chapter 1, sloka 2). Because that person's intellect is not fixed [in the Self], that intellect cannot be said to be the intellect of the path of yoga. And that person does not have “bhavana” [spiritual state of being; contemplation] — Begin Footnote. — “Bhavana” [spiritual state of being; contemplation] = being in “abhava” [lack; or: no mood] brings about the longing for “bhava” [spiritual state; or: mood]. This is the vritti [active thing] happening at this time (known through sadhana). See Chapter 8, sloka 3 for “bhava.” — End Footnote. — either, because his/her heart remains enamored to the attractiveness of the worldly experience and that person cannot hold to [or: concentrate on] the sphere of Divine Light. Those who do not have “bhavana” do not have peace – meaning: there is no calmness in the heart, because the mind is constantly engaged in the world and cannot find time to rest. This type of non-peaceful person has no happiness – meaning: because the inner sky remains covered by the clouds of the worldly experiences, there is no revelation of the Luminous Sphere."
67,"Just as the wind tosses about a boat on water, similarly, whichever thing the mind pursues of the senses which are world-oriented, that very thing destroys the inner perception.","Just by being a sadhak one knows that if the mind goes into the worldly experiences of sound and touch etc. [the sense perceptions], that itself brings about the end of the perception directed towards the Self."
68,"O mighty-armed one [Arjuna]! Indeed, it is for this reason that it has been said: “the one whose sense-organs have, in all ways, left the abode of the worldly things – that is the one whose prajna is established.","That is why one has to take all of the sense-organs from the worldly things, extinguish them and have complete self-control. Without “samyama” [see sloka 69 below] – meaning: without being “yukta” [enjoined to the Self; see commentary on sloka 66 of this Chapter 2], no sadhana happens at all. The self-controlled one is called “sthitaprajna.”"
69,"That which is night for all of phenomena, the “samyami” [see commentary below] one remains awake in that very thing. In that which all phenomena stays awake, that is the “drashta muni's” [seer sage's]  night.","When the mind stays in the Self, that time is “night” for all of the senses. At that time they stay in an inactive and dormant state. When the mind is in the worldly things, all of the senses are awake and active at that time. Keeping the mind in the Self is, verily, “samyama” (the coming together and union of dharana [concentration], dhyan [meditation] and samadhi). The one who is fixed in the Self is “samyami.” The aggregate of the senses is “phenomena.” When all of these phenomena have their “night,” at that time the samyami remains awake – meaning: at that time there is establishment in the Self; thus, that sadhak [at that time] is the seer, or witness, of the physical-, subtle- and causal-endowed universe-samsara. And because the mind is completely merged in the mind, that sadhak is “muni” [sage] (“muni saṃleenamAnasah” [one whose mind is merged is “muni”]). When the phenomena are awake, at that time it is “night” for that “drashta muni” [seer sage]. This is because at that time the mind becomes committed to worldly things; the field of the Self remains veiled by the covering of worldly experiences; and because of the Light of the Self not being seen, the path where the power of perception is in the direction of the Self is blocked. The mind, as well, because of having joined with the worldly experiences, remains disengaged in regards to the spiritual practice of the Self."
70,Just as a mass of water enters and fills the unmoving and fixed sea – the person to whom all desires enter in a similar way – it is that one who attains Peace and does not become a “kamakami” [desirer of desires].,"The sea is always in a full state because of the waters of rivers and such, but as its condition has no diminution or expansion, its foundation is unmoving. The one who has, through shambhavi [mudra], immersed the mind into the Bindu-Ocean (this is dependent on the performance of Kriya), and has become open-hearted within, all desires come there and are completely dissolved. From this person, no kind of desire arises to flow towards worldly experiences. Therefore, it is only this type of person who attains Peace. But the one who is “kamakami” [desirer of desires]- meaning: the one who, not having been able to cast the mind into Eternity, falls into Prakritic craving, thinking that the world with its experiences is the place of peace."
71,"The person who, upon having abandoned all desires, goes about as desireless, indifferent regarding personal involvement, and without ego – it is that person who attains Peace.","The [wish to] enjoy the worldly experience is called “kama” [desire; lust; craving] (hankering is also “kama”). Just by being a human being there are worldly experiences for enjoyment. However, those who progress a little in sadhana, their desires of those enjoyments become fulfilled (miracles). Putting mind into all of those things of enjoyment [mentioned in the previous sentence] – meaning: if one becomes “kamakami” [desirer of desires], one has to succumb to being bound; no further ascension happens. That person who has beaten away all of the things of enjoyment with his/her “broom,” and has become desireless – meaning: is without cravings, and [sees] “Atmano na tathA bhinnaṃ vishvamAtmavinirgataṃ” - that the universe which is within the Self is not different from the Self – one who, through this type of ascertainment, knows that “sarvaṃ brahmamayaṃ” [all is Brahman], and thereby becomes devoid of feeling “mine,” and in the end, being intoxicated in the Knowledge “I am That,” destroys the “me-ness” and becomes devoid of ego – and goes about in this way – that person attains the Eternal Bliss Peace. (This is the ultimate result of the spiritual act – the State of Perfection.)"
{72}{stop},"This is that which is “brahmisthiti” [establishment in Brahman]. Upon attaining this, one does not have to be deluded again. Even if one stays in this [samsara], one attains Brahman-Nirvana at the end of one's life.","If one goes about after having attained the state described in the previous sloka [71], the state that comes about – that is verily the State of Brahman-Knowledge - “brahmisthiti” [establishment in Brahman]. Because everything becomes Brahman in this “brahmisthiti,” even if one is with all external sense-matters – because there is no perception of differences, the inner and the outer become one, and one does not get deluded. Thus, in this state, even if one is living in the life of the world, at the time of leaving the body [death], “yatrayatra mano jAti tatraiva brahma lakshyate” - meaning: because everything is seen as Brahman, one attains the “no-return way” - Brahman-Nirvana.
 
“shokapankanimagnaṃ yah sAṃkhyAyogopadeshatah
ujjahArArjunaṃ bhaktaṃ sa kṛShNah sharaNaṃ mamah”
"
