Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
48,"O Kaunteya [Arjuna]! Even if it is with errors, one should not abandon “sahaj karma” [natural rite], because at the beginning of every karma [rite], there is smoke (covering) the fire. ","“Sahaj” – the “jaat” [race; inborn particularities] that comes with birth – “sahaj” has this meaning. What is the karma [act/rite] that is born with birth? The operation of prana/breath is that which is born with birth. That is why the operation of prana/breath is called “sahaj karma.” For as long as the jiva [soul] is in the womb of the mother, it does not have any independent operation of exhalation and inhalation. The operation of prana/breath in its body gets done through the aid of the nadis [subtle passages in the mother and child] connecting the activities going on in the body of the Mother. At that time, the current of prana goes on flowing in a very subtle way in the child’s brahmanadi. It is from that that the seven essences are nourished. As soon as the body is birthed and the operation of exhaling and inhaling begins, right then, the flow of prana-current that was inside connects with the current in the nasal passages and gradually becomes outward-directed. Along with that, the jiva’s dreamlike previous memories are lost. It becomes deludedly captivated with its relationship to the external worldly experience. — Begin Footnote. — That is why the sadhak [saint] Ramprasad has sung: “I was yogi when in the womb, then I fell to the Earth and ate dirt.” This “eating dirt” is becoming deludedly captivated due to the contact with the worldly experience.  — End Footnote. — That is why the aim of yogic practice is to turn that prana-current in the inward direction. This is because only when prana is turned inward that delusion is destroyed; [deeper] memory wakes up, and upon the dawning of the Knowledge of the Self, the world becomes bliss-filled. That inner directed movement of prana is indeed that which is “sahaj karma” [the natural act]. It has become gradually directed towards the outer world because of coming into contact with the worldly experience. Srigurudev, at the time of imparting yogic initiation, turns that current in the inner direction, and reveals the Indivisible Spherical “That” Substance. But that change in the [direction of] the current does not stay for very long. Due to the attack of “vikarma” [residual samsaric magnetism], it [the direction of the current] returns [to the world] very soon afterwards. For this reason, one has to do sadhana [dedicated practice] by oneself. In the beginning, quite a lot of effort has to be made in order to turn that current back in the inner direction. It is not pleasant. And in the beginning, that effort does not always “stick”; one gets kicked off because of the magnetism of the worldly experience. That bit of exertion, that effort to stay with it [but not being able to do so] is that which is being called “error.” That is why the Lord is saying, “Even if [the act is done] with errors, ‘sahaj karma’ (moving prana in the inner direction) should not be abandoned.” This is because no act in its beginning stages is without errors. It is covered with errors, like fire being covered with smoke before rising forth.

So goes the basic subject. Srimat Shankaracharya [a sage] says that “sahaj karma” is that which is “svadharma” [see commentary to 18:47 of the Pranab Gita], and Sridharswami [a sage] says that the act ordained from one’s nature is “sahaj karma.” It can be seen from the descriptions from sloka 42 through 48 regarding the ordained duties of the four castes, as well as the meted out fruits of each of those acts that: “the duty born of one’s nature,” “svadharma,” and “sahaj karma” are just different ways of addressing the same thing. Now we have to see why the duties born of the natures of the four castes – such as brahmin-karma, kshatriya-karma etc. – are called “sahaj karma.”
 
Sridharswami says that the act ordained from one’s nature is that which is “sahaj karma.” It can be seen that, along with changes in the human being’s nature (of the physical and mental states), the operation of prana/breath changes – meaning: however the human being’s nature (of the physical and mental states) is at a certain time, the operation of prana/breath follow that. It is as if it is born anew. It is for this reason that the duties ordained from one’s nature is called “sahaj karma.” Even if the prana/breath activity at that time is with errors, one should not relinquish it. If that is done, then there can be troubles. It is like: when, due to the force of grief, the inner wind grows so much that relentless long breaths try to come out, and the tendency to scream out with tears comes about; with the force of fear, the life-breath contracts and trembles the heart, the chest pulsates heavily; when there is joy, the life-breath springs forth and brings laughter and gladness to the face – all of this is the prana/breath’s acts/duties ordained by nature. If all of these acts are abandoned (suppressed), illnesses rise up in the body. In the same way, the operation of prana/breath becomes calm during deep contemplation. Sitting for a long time and doing Kriya does “samjata” [brings stillness] to the prana-current and does “samjata” [makes it unmoving, inert-like] to the body as well. “If at such time one goes to do some work because of becoming restless due to the pull of something, because of not giving the prana-current enough time to flow freely again – if this happens – one spins and falls down.”4 It can be understood from these small examples that however the operation of prana/breath is, starting up due to the active aspects of one’s nature [at that time] – even if that is known to be with errors, it should not be relinquished. Transforming the operation of prana/breath at that time, changing that operation and thus renouncing the [previous] operation is the reasonable way. Now let us see how in the sadhak’s sadhana-life “sahaj karma,” according to his/her nature, changes and in which ways.

“JanmanA jAyate shudrah saṃskArAdvija uchyate” [at birth one is shudra; initiated teachings make one “dvija” [twice born]; so it is said] – from this statement it can be known that for as long as initiation does not take place – meaning: “upanayan” [thread-ceremony analogous to bar/bas mitzvah] – for that long one is in the state of shudra. “Upanayan” [in this case: eye-opening] can also be said to be “inner sight.” With these two eyes of ours there is no seeing of the matters within. That is why, at the time of initiation, Srigurudev opens a divine eye in the middle of our eyebrows. That is what “upanayan” actually is. One cannot see outside with that eye; [but] if one looks within, one can see many things. That eye’s seeing-power is usually covered up. Through practice after receiving initiation, that covering has to be removed. If one is able to remove the covering, past, future, present – all can be seen through that eye. In scriptures, that eye is described/called by many names such as divine eye, third eye, the eye of knowledge, the eye of intuition etc. Because gurudev opens that eye, it is said in the salutation to guru - “chakshurunmeelitaṃ yena tasmai shreegurave namah” [the one who opens the eye – I bow to that guru].
 
Right after initiation-transmission, shudra-ness goes away and “dvija-ness” [the state of the initiated] comes. This initiation-transmission is called “second birth.” One birth is coming to the outer world on the Earth from the womb of the mother. And another birth is the initiation-transmission, by which there is the leaving of the matters of the outer world and seeing the matters of the inner world. Just as: upon taking birth from the womb of the mother, the operation of the life-breath leaves the way of the inner direction and takes up the direction of the outer world – meaning: with birth, that [outgoing operation of prana/breath] is also “born” – in the same way, as one becomes “dvija” via initiation, along with that, the operation of the prana/breath also changes its form, and gradually goes on becoming inner-directed. It is as if that too has a new birth. It also goes on being born along with [more] births, as there are different stages of being “dvija” – such as brahmin etc. – and according to that, this “sahaj Kriya” [natural Kriya] also takes different forms.
 
Just as there are vrittis [active tendencies] related to the worldly experience that rise up due to the outward flow of prana [vital-force], in the same way, along with prana’s movement turning in the inner direction, many different types of vrittis rise up. And according to those, different types of acts have to be performed. All of those acts nourish and make the operation of the life-breath grow. For this reason, those acts are mandatory. Thus, they are also called “sahaj karma” or “the duties ordained from one’s nature.” In the sadhana-life of every sadhak, there is the experiencing – one by one in sequence – of shudra, vaishya, kshatriya and brahmin – these four states. In every state/stage there are distinct acts that are ordained according to operation of prana/breath. All of those acts are not to be relinquished. If they are relinquished, there is no attainment of higher states. It is only by carrying out those acts, one after another, that there can be the rising up to higher states. And due to the fruits of the performance [of the acts], all of those acts gradually fall off, automatically. Otherwise, if one goes to drop them by one’s own will, one falls.
 
The state of not having Kriya is that which is the shudra-state of the sadhak [practitioner]. The “sahaj karma” or the duties ordained from one’s nature in this state is attendance-oriented. Through attendance or service, it nourishes the other three states. Attendance is: keeping the body with clean habits, using the body in appropriate ways and amounts, giving the body moderate amounts of sattvic food, protecting the body from hostile natural elements, keeping an appropriate living space etc – meaning: following [the teachings in] Chapter 6, sloka 17 [of the Bhagavad Gita] in a reasonable way, and taking care of the operations of the body. Because all of these are acts to help reach Liberation, there are no restrictions to this [group of duties]. It is through these acts of attendance that the body has to be made favorable for sadhana [spiritual practice].
 
The state of doing Kriya is the “dvija” [initiate] state of the sadhak. The first stage in Kriya is the sadhak’s vaishya-condition. The second or middle stage is the kshatriya-condition, and the final stage is the brahmin-condition. These are the three stages of sadhana. The natural duties of the first stage [vaishya] is farming, cattle-raising and trade. These three acts go on happening simultaneously from the very beginning of Kriya. In order to understand [the matter] more easily, the three acts are being explained separately.
 
Sitting with “samaṃ kAyashirogreevam” [body, neck and head aligned], using the breathing operation and drawing the downward-directed force in the body upward, and, keeping the spinal column and all of the body steady and firm, reliance has to be made on the Anahata-chakra. Until this posture is properly locked in, the body is, in essence, “plowed” (farmed) with the aid of vital-air; the instabilities of the spinal column are firmly sealed one after the other, and along with that, one has to offer (place) the seed-mantra in the six chakras according to the proper method. All of these acts comprise “farming.” Then there is “gorakshya” [ordinary meaning: cattle raising/herding; spiritual meaning follows]. “Go” means “sense-organs/organs of operation.” The organs are eleven. Five are dedicated to perception; five are dedicated to action; and one other is mind. These organs have to be kept in control. Fixing the anus, sex organ and feet/legs in the appropriate way in a sitting posture, the hands too have to be fixed in jnana-mudra or some other way of locking them according to guru’s instructions, and the tongue has to be turned back and kept in its own place. Using the method in Chapter 6, sloka 16, the organs of perception and mind have to be subordinated and locked into Kutastha between the eyebrows. After doing this, one has to make sure that no organ is struggling or in pain. This is because “sthirasukhAsanam” – the posture must be steady and comfortable. Pain in any place causes problems with Kriya. Through vigilant effort, one has to become well-practiced in posture, because, in sadhana, the posture is like mother. So goes “gorakshya” [“herding” the organs]. Then there is trade. “Trade” means the “business of prana [vital-force].” The gods love prana slathered with Atma-mantra. The sadhak has to go beyond the world. But it is an unknown land. The road to it is covered with darkness. Some support and help is necessary. So, the sadhak takes the help of a gracious great person (guru), learns how to smear mantra on prana, and thereafter, getting information about roads and barriers on the way to the Abode of Brahman, keeping attention fixed on the direction of the destination, and carrying the mantra-smeared prana, goes about doing business with the gods in the six places on the path of mantra. Good quality products bring a good price. As one does, so is that person’s product. If the gods get good quality prana, they become very satisfied, and if they keep receiving the mantra-covered prana on a regular basis, they become very happy. In exchange for prana, they pay in knowledge and illumination; they show the road, and become helpers. Continuing a good relationship in this way, the Supreme Best becomes the profit. This is “trade.” In the first stage of Kriya, these three karmas [vocations] have to be done. Just as the breath goes on flowing naturally on its own, remaining with that, one has to use a method to connect Atma-mantra to that and do business – meaning: uniting the Atma-mantra and “hangsa/hamsa” to each other, one has to perform the operation of prana/breath (pranayam) in the six chakras. There must not be any force applied on the breath. For as long as the student sadhak is not adept in these three karmas [practices], for as long as the posture is not steady, and the tongue has not turned back and gone inside the throat [inner passage], for that long should one do these acts. And for as long as the learned sadhak, while sitting in Kriya, does not feel an ease within, and if the breath is not easy, subtle and strong, and the attention on Kutastha is not steady – for that long should the sadhak do these practices. If these three practices are not done by remaining natural and without putting any kind of force on the breath, no kind of betterment will take place whatsoever. And if one abandons this way of doing these practices, and one, right from the beginning, puts pressure on the breath and tries to use forceful energy, because all of the paths of the nadis [subtle pathways] are not clean and clear [yet], the force of the vital-air will go to those places, and finding blocks, will disrupt and distort those [places/nadis] and cause illness on the body. The first stage of Kriya is gentle practice. Many, thinking that this gentle sadhana in the first stage is incorrect, try to do sadhana intensely in their own way, without having practiced [the gentle way]. They put pressure on the breath, they forcefully control the breath, make it long, stop it – meaning: they try to do the karma [method] of the second stage of Kriya. The consequence is that they get the opposite results. They end up with deranged afflictions of the head and body and such. That is why [it is said]: “sahajaṃ karma kaunteya sadoShamapi na tyajet” [O Kaunteya [Arjuna], the natural karma [act], even with errors, should not be relinquished], etc.
 
When the karma [aggregate of different practices] of this first stage of Kriya becomes mastered, and breath automatically becomes, subtle, long and powerful, then the student sadhak receives the second Kriya from guru, and the learned sadhak becomes engaged in the practice of the middle stage of Kriya. This middle stage is indeed the “kshatriya condition” of the sadhak. The natural karma [active attributes] of this stage are valiance, energy/power, steadfastness, skill, not fleeing from battle, generosity, and being in the state of “lord.” This stage is the intensely difficult stage of the sadhak. Having cleared up all of the nadis from the practices of the first stage, the sadhak has to, [only] according to guru’s instructions, apply force on the breath. The vital-air has to be moved through different nadis. With the help of inner strength, the pains of sadhana have to be tolerated. Applying adeptness and skill, and taking the help of discrimination, detachment and such, one has to stop the powerful attacks of lust, anger greed and such – the supporters of the desirous worldly experiences. In no way should one retreat. By doing Kriya in this way, lust, anger and such – all such are conquered. And gradually, many places in the kingdom of this body come under one’s control. Many types of powers are attained. [But] when powers are attained, one must not become attached to them and [must not] enjoy them. Enjoyment brings bondage. Ascension does not happen. While remaining totally unattached to everything, one has to offer everything to the Lord and go on. This is “charity/generosity.” This remaining unattached and not falling into the bondage of enjoyment – due to this, the Influence of the Self spreads all over the powers of Prakriti. This is the state of “lord.” The [Bhagavad] Gita’s sadhak Arjuna is engaged in this Kriya of the middle stage. Seeing the difficult nature of this intense duty to be done, he decides that the karma [duties] of the final stage of Kriya is better. That is quite a peaceful state (meaning: Sahasrar Kriya, learned from guru’s mouth). In that state, there is no relationship to the five elements. The mind stays in the Knowledge-filled Bliss of Brahman in the Sahasrar. No efforts of the six chakras remain at all. Not even rulership remains. Having what it has always desired, the mind is content. Having this “being content upon having the desired thing” in mind, Arjuna says, “shreyobhoktuṃ bhaikshyamapeeha loke” [better to eat from begging for alms in this world]. That Arjuna is trying to go to the state of Knowledge by abandoning the state of karma [yogic practice] – that wish of his is useless. The reason is: without performing that intense karma, one cannot stay in that state of Knowledge. One has to come down because of still being under the power of Prakriti, and thus one has to, with absolute certainty, engage in action. The reason for this [Bhagavad] Gita is verily to understand this.
 
The Lord is saying “sahajaṃ karma kaunteya sadoShamapi na tyajet” [O Kaunteya [Arjuna], the natural karma [act], even with errors, should not be relinquished]. In this middle stage of sadhana, the sadhak is looking at Kutastha Chaitanya, and is standing between the two groups of vrittis [good and bad active attributes]. [Arjuna’s] road is completely clear. The bow has been drawn – meaning: the spinal column has been made as steady and straight as possible. With that, a sharp arrow is also attached there – meaning: the breath within the spine has become subtle and intense/quickened. Now, that can be shot anywhere, unobstructed, and one can pierce whatever one wants. In this state, there is no other action to do other than valiance/heroism, power and such. That is actually the “sahaj karma” of this time. Now, if the sadhak does not use that intense/quickened subtle breath in the appropriate way through valiance and power and such, and, upon abandoning that, goes to perform brahmin-karma at the Sahasrar, that is not going to be possible. This is because the Kriya of that intense/subtle breath has now begun, and cannot be ended without going through it. One cannot relinquish karma [duty; or: action and its fruit] by just wishing to relinquish karma. Because of the power of Prakriti, one will be compelled helplessly to be bound even more to the actions born of one’s nature. It is only through performing Kriya in a detached way that karma [all meanings of the word] is relinquished automatically. Using desire only brings bondage. Emancipation does not happen. That is why the Lord says later, “kartṛm necchhasi yanmohAt karShyasyavasho’pi tat” [you will be helplessly made to do that out of attachment]. For this reason, He is teaching now that one should, with unattached mind at all times, do all duties, and worship God [while doing the duties]. It is when that is done that perfection will be attained. One should not abandon “sahaj karma” [natural yoga] even if it is with errors. This is because that is the only path of ascension. Just as the only way to prepare the necessary rice and such is with fire/heat, but in order to light that fire the natural smoke will appear without fail, just as that fire is not something to be abandoned regardless of that [smoke] – in the same way, all acts are covered with errors in the beginning stages. Therefore, even if “sahaj karma” is with errors, it is not something to be abandoned.
 
The moving of prana is the activity with which the jiva [person] is born. Just because it [the activity] has mingled with the worldly experience and has become erroneous, that does not mean that this activity is to be abandoned. Just as smoke covers fire – in the same way, because of the errors coming forth from (the contact with) the starting up of “sarva” [all – meaning: phenomena], the door to the true nature of this karma [particular duty] in the path of Brahman is being kept covered. Just as when the fire gains a little strength, the smoke is chased away and the fire’s own form is revealed – similarly the activity with which one is born too, traveling on the guru-revealed path, casts away the web of Prakritic Maya, and places oneself in one’s True Being."
49,"The person who has unattached mind in all things, who is free of pride, and is without desire attains the supreme non-doing perfection through sannyas.","Previously, the Lord has said that human beings attain perfection if they worship God. How that work that is one’s own is to be carried out, and what kind of perfection will be attained – in order to teach that, He is saying that one should perform all actions with an unattached mind at all times/everywhere. One should worship with a vanquished ego and without desire. If that happens, then the supreme non-doing perfection – meaning: one will attain the purification of one’s essence in the form of the relinquishing of the fruits of actions – meaning: the one whose intellect does not conclude that children and home and such make up the essence of life, [the one for whom] through special Kriya, the mind, intellect and chitta [personal consciousness] is under one’s control, the one who has no rising up of any kind of desire from having affection towards enjoyment – that is the one who, through sannyas (the destruction of “sarva” [ordinary meaning: “all”; meaning in the Pranab Gita: the whole of the worldly experience]), attains the supreme non-doing perfection (the Settledness in Brahman) (see Chapter 3, sloka 4). "
50,"O Kaunteya [Arjuna]! The way that human beings attain Brahman after attaining perfection, which (the attainment of Brahman) is the highest state of knowledge (the final completion) – know about that in a summarized way from Me.","Upon engaging in extremely challenging discipline, and going on practicing the happiness of being in contact with Brahman, a great openness takes over. In that, all of the activities of the senses together with the antahkarana [inner operators of personal consciousness] that are carried out while living in this body of nine doors – those activities can no longer find a place in the openness to hold fast. Like coming in one door and going out another, those go out and end up somewhere far from the antahkarana. Thus, no operative power from those can rise up in the antahkarana. The unabated abidance in that activity-free antahkarana is indeed the sadhak’s attainment of non-doing. Just as unattachedness is ever the state in Brahman, it is also so in this sadhak. The attainment of Brahman that is in this way – that is the final completion of knowledge. O son of Kunti [Arjuna], the practices through which this state becomes settled – I will tell you now in summary. Listen. (Chapter 5, sloka 13 [of the Bhagavad Gita].)"
"51,52,53","With purified (sattvic) intellect, stilling that intellect with steadfastness, abandoning all worldly experiences such as sound etc., relinquishing affection and repulsion (related to such worldly experiences), and then being solitary in dwelling, eating moderately, having controlled speech, body and mind, and constantly being devoted to the yoga of meditation, and thereafter taking full recourse in detachment, and thus fully relinquishing egotism, forcefulness, arrogance, lust, anger and possession, and being unselfish – the person attains supreme peace and is fit to become Brahman ([fit to] immovably be established in the Knowledge “I Am Brahman”).","The one whose intellect has been purified – meaning: ignores all except for the Self Itself and does not take anything else on; the one whose steadfastness is not on anything else except one’s Self; the one for whom the body-vanity/body-identification is controlled (under his/her power) – meaning: even if distracted, the memory of “body is ‘I’” does not arise; the one in whom the worldly experiences such as sound etc. only operate to just carry on the sustenance of the body – they do not do anything else beyond that; “raga” = affection; “dvesha” = non-affection/repulsion – the one from whom these have completely left; the one who always experiences solitude of empty places, banks of rivers, mountains, cremation grounds in his/her inner being – meaning: rising up from the Muladhar and piercing the Ajna-chakra, that being only moves about in the middle of the brahmanadi – the one who is not enwrapped by the contact with anything whatsoever of the chitra, vajra or sushumna [all nadis [subtle passageways in the body]] ([this is] “living in solitary places”); the one who eats light meals, or the one whose hopes (the desires for having) are light – meaning: does not want anything except Brahman alone; the one whose speech, body and the functionalities of mind are “yata” [controlled] – meaning: [the functionalities of mind] have let go of their own activities; the non-desirous settledness that happens after the ending of thought – meaning: upon merging with Brahman – the thing to be united with – the abidance that is there with attaining that Form – the one who is ever in that (engaged); the one who has no desire for any enjoyment of this world or the next world; and the one who has relinquished [the following]: ego = the vanity of “me-ness”; forcefulness = the power to grasp any Prakritic substance ([in actuality] non-substance); arrogance = the tendency to be “big” by doing a lot of “digging”; lust = thinking in the direction of the worldly experience; anger = the active functionality that arises when the desired thing is taken away [or: cannot be obtained]; possession = to get more than what is necessary – this kind of unselfish (meaning: the one who does not take up anything that can be said to be “mine” – that one), peaceful, steady sadhak is the one who is fit to attain Brahman."
54,"The cheerful-minded person residing in Brahman does not grieve (over lost/destroyed things), does not hanker (after non-procurable things), and, being the same in all things/situations, attains the supreme devotion to Me. ","The one who has experienced the happiness from the contact with Brahman in samadhi-oneness in the earlier previously-mentioned way – that person is called “brahmavid” [knower of Brahman] or “brahmabhoot” [residing in Brahman]. “Prasannatma” = “pra” = in every way; “sanna” = going – the one who is moving about in the Self in every way – meaning: at the time of abiding in the Self, the one in whom no kind of Mayic impressions spring up – that is the one who is called “prasannatma.” No grief [comes] to the antahkarana of these sadhaks [spiritual practitioners] who are in this state – meaning: the operative power of chitta [personal consciousness] is not active, and [no] hankering – meaning: other than Brahman, no lust to get any Mayic things remains. Because of being in waveless settledness, no shockwave arises. Thus, [at this time,] not having the perception of whether all phenomena exist or not, and as One remains present, the fruit attained through having unmoving faith in guru’s words – that “I Am Brahman” – that being attains that very thing (Chapter 6, sloka 32; Chapter 7, sloka 16)."
55,"Through (that supreme) devotion, the way that I am (all-pervading) and the form [that I am] (the deepest Existence-Consciousness-Bliss) – [that person] truly knows Me in that way. After that, knowing Me truly, when that knowledge comes to its peak, [that being] enters Me.","The separate and many “I”-s that you are seeing that I have created from the titled/attributed versions of the “I-aham” – upon having unmoving faith in guru’s words and practicing Kriya, and thereby continuously washing the space of personal consciousness, when all of those separate “I”-s are erased, upon knowing the [Reality that is] all-title-free, devoid of duality and non-duality, One Essence, Deep Consciousness, Primal, Unconquerable, Immortal, Infinite, and knowing that there is no place for a second “I” besides this “I”, the sadhak will be free of doubts. It is then that the sadhak will “mAmabhijAnati” [come to know Me] – meaning: in the form of the knower of the field, one will oneself see Oneself. There will be no place in the antahkarana for an opposing situation/perception. Wherever there is whatever amount of water – all of that is in the bosom of the sea. The recognition of separateness in the separate selves will not be there. The illusion of substances, Prakriti, Maya etc. will completely disappear. Know that this is that which is “tattvatojnAtvA” [having known in truth]. After this, the sadhak proceeds to gradually become the Expanse. It is like: I have my feet in two boats. As soon as I take my foot off of one boat, I immediately take refuge in one boat alone. It is like this."
56,"Even if he/she is doing all kinds of activities, the person who has taken refuge in Me, attains the Eternal, Inexhaustible State as My Blessing.","I Am Vasudeva Brahman, the recourse of all, yet I am free of any recourse. All of the actions of this “I” are also devoid of recourse. That is why I am saying that: however many actions there may be, if one does them without taking recourse [in anything], and just stays locked [in the Self] – the Eternal, Inexhaustible State that comes about due to this “I” being appeased – that, due to practice, spontaneously/automatically comes into being."
57,"Through the sense of discrimination, surrender all actions to Me, and having surrendered to Me, take recourse in “buddhi-yoga,” and keep your mind on Me.","The 12 causalities/factors that have been previously spoken about in sloka 14 [of Chapter 18 of the Bhagavad Gita] – whatever is done in/with those causalities/factors – that is what is called “sarva karma” [all actions]. Throwing all of those karmas in the personal consciousness [the highest position in the antahkarana], cause the causalities/factors and karmas from below to not exist. The lack of causalities/factors and karma [action] is that which is called “buddhi-yoga.” After [the application of] “buddhi-yoga,” only the impressions of the aggregate of karmas [actions] remain in the field of personal consciousness. Via personal consciousness, throwing those impressions of karmas in “I” burns up the impressions of karmas. After the impressions of karmas burn up, the chitta [personal consciousness] [becomes] “Chit” [Universal Consciousness] – meaning: falls into “I” and [“chitta”] becomes “chit” [lays down flat]; [alternate translation: becomes “Chit” [capital “C”; Universal Consciousness]. That is why I am saying that you, upon simply taking recourse in “buddhi-yoga,” and after throwing all karmas with the help of chitta into “I”, and destroying them, remain in contemplation of Me [or: remain in My Consciousness] unbrokenly."
58,"As you contemplate on Me, from my Blessings, you will pass over all obstacles (all of the impassable sufferings of samsara). And if you, [put yourself] under the power of egotism and do not listen (to My words), then you will perish.","It is when personal consciousness comes into “I” that one gets My Blessings. The chitta [personal consciousness] enjoying My Blessings is that which is called “macchitta” [mind on Me; or: mind in My Consciousness]. In this state, you will pass over “sarvadurga” [all phenomenal obstacles] – meaning: the shadow that had come over the impure personal consciousness when it is facing creation – because of personal consciousness now being pure, that barrier made by that shadow will be cut apart. Thus, the errors of contact from the seed of samsara will end. You will become Free. You will go beyond Maya. And if you take recourse in egotism, and do not listen to this teaching, if you do not take it [this teaching] in, then you will die – meaning: you will go on experiencing birth and death. "
59,"This that you are thinking – “I will not do battle” – because of having taken recourse in egotism – this business (endeavor) of yours is absolutely false (worthless), because Prakriti will force you to (be engaged in) battle. ",If you take recourse in egotism and think that you will not do battle (Kriya) and sit about like that – that will not work for you. You are kshatriya. Your nature will not let you go without doing battle (Kriya). You yourself will not be able to remain [like this] without doing it [battle; Kriya].
60,"O Kaunteya [Arjuna]! You are bound to doing the karma [ordained acts] of yours, which are born of your nature. That which you are not willing to do because being under the power of delusion – that you will do, even helplessly [against your will]. ","As one’s nature is – that one is bound to do the karma [ordained acts] according to that. Even if one has no desire to do so because of falling into the delusion of non-discernment, that person’s nature will helplessly (by force) make one do that. Thus, the desire that Arjuna has – that he will not do battle – that is false [useless]. This is because the nature of kshatriya, with which he was born, will not leave him. According to the desire of the Lord – the Ordainer of the fruits of karma, that [karma] will become strong in the appropriate time, will compel him [Arjuna] helplessly and the karma [duty] born of his nature will defeat the desire and will definitely engage him in battle. If that karma born of one’s own nature is carried out willingly, the bondage to karma [all meanings of the word] is destroyed. And if one does it unwillingly, and is forced helplessly by one’s nature, that bondage becomes even more tangled. It is for this reason that the Lord has said, just a bit previously, “svakrmaNA tamabhyArchya siddhiṃ vindati mAnavah” [worshipping while carrying out one’s own karma [duty], the human being comes to know perfection], and in Chapter 11 He has said, “nimittamAtraṃ bhava savyasAchin” [you are only an instrument, O ambidextrous archer] (see the commentary to this [sloka 11:33 of the Bhagavad Gita]).

How this “helplessly being forced to do an undesired work” is – let me explain this with the example of an experience in Kriya. The sadhak who has gone through this will know. To sleep at night is in our nature from birth. So, one thinks that one will not sleep, and that Kriya must be done all night. Resolving to do this, the mind begins to do Kriya with great enthusiasm. Not too long afterwards, a kind of standstill state comes in Kriya spontaneously, and the mind’s enthusiasm diminishes a bit. At that time, one’s own nature rises up in the mind. It somehow spreads itself over the mind. The mind becomes subservient to it. Then [one’s nature] goes on giving the mind a reasoning that says, “Oh, so I have conquered it. If one just wants to do Kriya, one can easily do it all night. Kriya will have to be done all night. There will not be any sleeping at all. But, Kriya has been performed for quite a while now. If I just lie down for a minute or so and ease up the stiffness of the body, it will be good. And right after one minute, I will get up and Kriya will be started up again.” This kind of advice and reasoning then becomes irrefutable to the mind in just a few moments. How irrefutable this becomes – the one who has suffered this – that is the one who will understand.  Laying down just for one minute according to that reasoning – then – done! All practice is washed out. One’s nature is fully victorious. Deep sleep completely envelops [the sadhak]. All is wasted! After waking, there is the regret, “Oh my, oh my, why did I lie down?!” This is why there is the injunction of “yuktasvapnAvabodha” [having a reasonable amount of sleep [which allows] alertness during the waking state]. One has to sleep. Go ahead and willingly lay down and sleep. Then get up. After getting up, do Kriya. If one does like this, gradually sleep will be conquered. Otherwise, if one says, “I will not sleep at all” – why would one’s nature leave one? It will overcome one and put one to sleep for sure. And with that, all of that effort will be lost, and one will just experience regret. That is why the Lord is telling Arjuna, again and again, “svakarmaNya tamabhyarchya siddhiṃ vindati mAnavah” – meaning: by performing the duty born of one’s nature and worshipping God by that, one attains perfection. Gradually, one transcends one’s nature, and one becomes self-empowered. This is why the Lord is telling Arjuna in this sloka [18:60]: “You are still bound by the karma [duty] born of your own nature. You have not been able to transcend your nature yet. So, even if there is no desire to do the natural duty, your nature will make you do it. Therefore, stay under the power of your nature, with the mind being unattached to everything, and go on doing Kriya. Your nature will automatically change.” "
